customer_id,gender,customer_type,age,type_of_travel,class,flight_distance,inflight_wifi_service,departure_arrival_time_convenience,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,on_board_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
89916,M,loyal,44,business,eco,1306,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,2,3.0,3.0,3.0,80,73,neutral or dissatisfied
58892,M,loyal,44,business,business,2069,3.0,3.0,3.0,3.0,4.0,5.0,5.0,2.0,2.0,2.0,2,3.0,2.0,5.0,5,47,satisfied
15536,M,disloyal,37,business,eco,812,2.0,2.0,2.0,5.0,5.0,2.0,5.0,5.0,4.0,3.0,2,4.0,4.0,5.0,104,88,neutral or dissatisfied
20273,M,loyal,11,personal,eco,235,5.0,5.0,5.0,3.0,1.0,5.0,1.0,1.0,4.0,4.0,5,3.0,5.0,1.0,88,73,satisfied
50862,F,loyal,62,personal,eco,89,2.0,5.0,2.0,5.0,4.0,5.0,5.0,1.0,1.0,2.0,1,5.0,1.0,4.0,61,52,neutral or dissatisfied
24736,M,loyal,51,business,business,1597,3.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,5,5.0,5.0,3.0,0,31,satisfied
108184,M,loyal,22,personal,eco,990,4.0,5.0,4.0,1.0,4.0,5.0,5.0,2.0,3.0,4.0,2,5.0,5.0,5.0,243,267,neutral or dissatisfied
98685,F,loyal,47,personal,eco,861,2.0,5.0,2.0,3.0,5.0,4.0,5.0,4.0,4.0,2.0,4,3.0,4.0,5.0,100,120,neutral or dissatisfied
21958,M,disloyal,26,business,eco,448,1.0,1.0,2.0,3.0,5.0,2.0,5.0,5.0,2.0,5.0,3,3.0,3.0,5.0,66,59,neutral or dissatisfied
116205,F,loyal,7,personal,eco,337,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2,4.0,1.0,3.0,50,58,neutral or dissatisfied
112348,M,disloyal,46,business,business,967,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,4,3.0,5.0,2.0,29,44,neutral or dissatisfied
38371,M,loyal,45,personal,eco,1173,2.0,5.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,4.0,3,3.0,4.0,3.0,5,65,neutral or dissatisfied
86531,F,loyal,43,personal,eco,762,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3,4.0,4.0,2.0,94,76,neutral or dissatisfied
7096,M,disloyal,65,business,eco,157,3.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,1,1.0,2.0,1.0,38,43,neutral or dissatisfied
114623,M,loyal,58,business,business,372,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,5,4.0,5.0,5.0,58,50,satisfied
10085,M,loyal,54,business,business,2638,1.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,3.0,5.0,4,5.0,5.0,5.0,168,156,satisfied
100015,F,loyal,49,business,business,1721,,,,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5,5.0,5.0,4.0,57,51,satisfied
100939,F,loyal,46,business,business,1767,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5,4.0,5.0,5.0,28,33,satisfied
76159,F,loyal,53,business,eco,289,3.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3,1.0,3.0,3.0,117,104,neutral or dissatisfied
114510,M,loyal,43,business,business,2822,5.0,5.0,1.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,5,4.0,5.0,5.0,21,32,satisfied
5693,F,disloyal,44,business,eco,299,4.0,,4.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,3,2.0,4.0,1.0,0,55,neutral or dissatisfied
14333,F,loyal,14,personal,eco,429,2.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,1.0,3.0,3,4.0,4.0,2.0,113,102,neutral or dissatisfied
11506,M,loyal,54,personal,eco plus,312,2.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,5,3.0,4.0,2.0,47,46,neutral or dissatisfied
15816,F,loyal,12,personal,eco,282,3.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0,5.0,4,4.0,5.0,2.0,16,31,neutral or dissatisfied
23262,M,loyal,48,business,business,826,3.0,3.0,1.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3,3.0,3.0,3.0,0,41,neutral or dissatisfied
102078,F,loyal,46,business,business,2014,5.0,5.0,5.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,4,4.0,4.0,5.0,27,43,satisfied
100607,M,loyal,55,business,business,1670,5.0,5.0,5.0,5.0,2.0,2.0,2.0,4.0,5.0,4.0,4,2.0,5.0,2.0,144,139,satisfied
46348,F,loyal,27,business,eco plus,692,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2,5.0,2.0,1.0,0,51,satisfied
37890,F,loyal,31,business,business,1664,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,3,2.0,3.0,1.0,22,36,neutral or dissatisfied
39480,M,disloyal,11,business,eco,867,2.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,4,4.0,4.0,3.0,44,57,neutral or dissatisfied
73400,F,loyal,48,business,business,1144,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3,2.0,3.0,1.0,29,50,neutral or dissatisfied
54021,M,loyal,31,personal,eco,1091,3.0,5.0,3.0,1.0,3.0,3.0,4.0,3.0,5.0,3.0,4,1.0,4.0,3.0,84,78,neutral or dissatisfied
58797,F,loyal,63,business,business,3991,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2,2.0,2.0,2.0,41,33,neutral or dissatisfied
117346,M,disloyal,25,business,business,296,5.0,,5.0,4.0,2.0,5.0,2.0,2.0,4.0,2.0,5,5.0,4.0,2.0,54,55,satisfied
104156,M,disloyal,24,business,eco,349,2.0,,2.0,4.0,2.0,4.0,4.0,3.0,5.0,5.0,4,4.0,3.0,4.0,236,374,neutral or dissatisfied
47631,F,disloyal,21,business,eco,1428,3.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,3.0,1.0,4,2.0,4.0,5.0,111,99,neutral or dissatisfied
91774,M,loyal,56,personal,eco,626,4.0,5.0,5.0,3.0,2.0,5.0,2.0,2.0,3.0,3.0,5,3.0,4.0,2.0,82,92,satisfied
108272,M,loyal,24,personal,eco,895,3.0,5.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,5.0,3,5.0,2.0,1.0,69,57,neutral or dissatisfied
67860,F,loyal,69,personal,eco,1431,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1,3.0,1.0,3.0,34,34,neutral or dissatisfied
9655,F,loyal,60,business,business,3602,2.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,5,4.0,4.0,4.0,74,78,satisfied
45149,M,loyal,31,business,business,3543,1.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,1,5.0,3.0,5.0,43,40,satisfied
44072,F,loyal,34,business,business,1829,1.0,1.0,1.0,1.0,5.0,4.0,3.0,4.0,4.0,4.0,4,3.0,4.0,2.0,65,129,satisfied
113668,F,loyal,15,personal,eco,197,4.0,5.0,4.0,5.0,2.0,4.0,2.0,2.0,3.0,2.0,4,3.0,4.0,2.0,63,91,neutral or dissatisfied
55253,M,loyal,37,personal,eco,1009,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,3,1.0,3.0,1.0,50,31,neutral or dissatisfied
9390,M,loyal,39,business,business,372,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3,3.0,3.0,2.0,56,45,neutral or dissatisfied
18631,F,loyal,57,personal,eco,190,2.0,5.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,1,4.0,1.0,2.0,66,67,neutral or dissatisfied
55359,M,disloyal,36,business,business,413,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,4,5.0,4.0,2.0,54,74,neutral or dissatisfied
52772,M,loyal,33,business,business,1874,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2,1.0,4.0,1.0,103,89,neutral or dissatisfied
21768,F,loyal,45,business,business,3942,3.0,3.0,3.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,5,4.0,5.0,4.0,82,62,satisfied
30271,F,loyal,33,business,business,1024,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2,2.0,2.0,1.0,61,56,neutral or dissatisfied
112998,M,disloyal,24,business,eco,1797,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2,1.0,2.0,3.0,116,104,neutral or dissatisfied
1142,M,loyal,36,personal,eco,140,3.0,5.0,3.0,1.0,5.0,3.0,3.0,5.0,2.0,5.0,4,3.0,1.0,5.0,81,75,neutral or dissatisfied
31678,M,loyal,58,business,business,967,2.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,2,2.0,2.0,4.0,47,47,neutral or dissatisfied
2706,M,loyal,46,personal,eco,562,1.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,3,1.0,2.0,1.0,145,138,neutral or dissatisfied
9146,F,disloyal,23,business,eco,227,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,5.0,3.0,5,4.0,5.0,2.0,92,86,satisfied
19542,F,disloyal,43,business,eco,173,2.0,,2.0,1.0,5.0,2.0,5.0,5.0,4.0,2.0,1,3.0,2.0,5.0,73,73,neutral or dissatisfied
84232,F,loyal,11,personal,eco,432,4.0,4.0,4.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,3,4.0,1.0,1.0,26,39,neutral or dissatisfied
63551,F,loyal,58,business,business,1009,2.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5,5.0,5.0,3.0,107,102,satisfied
114540,M,loyal,69,personal,business,337,3.0,5.0,3.0,3.0,4.0,5.0,4.0,2.0,2.0,3.0,3,5.0,2.0,4.0,70,56,neutral or dissatisfied
128326,M,loyal,42,business,business,2829,1.0,5.0,1.0,1.0,2.0,2.0,2.0,5.0,5.0,4.0,4,2.0,3.0,2.0,198,170,satisfied
129817,M,loyal,47,personal,eco,337,4.0,5.0,4.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,5,4.0,4.0,2.0,77,79,neutral or dissatisfied
109428,M,loyal,49,personal,business,992,3.0,5.0,3.0,5.0,3.0,1.0,1.0,4.0,5.0,5.0,4,1.0,4.0,1.0,154,140,neutral or dissatisfied
13578,M,loyal,14,personal,eco,227,1.0,5.0,1.0,2.0,4.0,1.0,5.0,4.0,5.0,2.0,4,4.0,4.0,4.0,33,64,neutral or dissatisfied
10565,F,loyal,58,business,business,3581,3.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,4.0,5,5.0,4.0,5.0,182,182,satisfied
50851,F,loyal,40,personal,eco,421,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,4,2.0,3.0,4.0,44,42,neutral or dissatisfied
30681,M,loyal,25,business,business,2101,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,1.0,1.0,3,5.0,1.0,5.0,98,113,satisfied
36486,F,disloyal,29,business,business,1249,2.0,2.0,2.0,3.0,5.0,2.0,5.0,5.0,4.0,4.0,3,2.0,4.0,5.0,21,63,neutral or dissatisfied
49047,F,loyal,59,business,business,2579,1.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,4.0,4.0,5,3.0,4.0,4.0,0,59,satisfied
16651,M,disloyal,24,business,eco,488,1.0,,1.0,4.0,4.0,1.0,4.0,4.0,4.0,5.0,5,1.0,2.0,4.0,106,90,neutral or dissatisfied
10304,F,loyal,52,business,business,3676,1.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,2.0,4.0,5,5.0,5.0,5.0,155,152,satisfied
105601,F,loyal,36,business,business,2493,2.0,2.0,2.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,5,4.0,5.0,3.0,74,70,satisfied
71363,F,loyal,39,business,business,258,1.0,1.0,5.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,4,5.0,4.0,5.0,170,174,satisfied
117947,M,disloyal,28,business,eco,255,1.0,2.0,1.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,4,2.0,3.0,4.0,71,70,neutral or dissatisfied
21356,F,loyal,52,personal,eco,674,3.0,5.0,3.0,1.0,3.0,5.0,5.0,3.0,2.0,5.0,5,5.0,5.0,5.0,132,121,neutral or dissatisfied
66331,F,loyal,27,business,eco plus,852,2.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,4,3.0,3.0,2.0,61,58,neutral or dissatisfied
44825,M,loyal,47,business,business,2306,3.0,5.0,5.0,5.0,2.0,4.0,4.0,3.0,3.0,3.0,3,4.0,3.0,1.0,9,41,neutral or dissatisfied
48423,F,disloyal,28,business,eco,948,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0,4,1.0,5.0,5.0,92,91,satisfied
57125,F,loyal,35,personal,eco,1222,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,3,1.0,2.0,1.0,100,91,neutral or dissatisfied
103777,M,loyal,54,business,business,2150,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5,4.0,5.0,3.0,82,75,satisfied
114403,F,loyal,49,business,business,2763,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,5,4.0,5.0,3.0,30,33,satisfied
44257,F,loyal,33,personal,eco,359,3.0,4.0,3.0,4.0,3.0,1.0,1.0,5.0,4.0,4.0,4,1.0,3.0,1.0,245,228,neutral or dissatisfied
111010,M,loyal,57,business,business,319,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5,3.0,5.0,4.0,6,38,satisfied
33861,M,loyal,18,personal,eco,1562,1.0,5.0,,3.0,4.0,,4.0,4.0,5.0,5.0,2,3.0,2.0,4.0,49,39,neutral or dissatisfied
29372,F,loyal,60,business,eco,2404,5.0,2.0,1.0,1.0,5.0,5.0,5.0,3.0,3.0,3.0,1,5.0,2.0,5.0,0,56,satisfied
102973,F,loyal,34,personal,business,460,3.0,4.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,3.0,4,5.0,4.0,3.0,37,35,neutral or dissatisfied
95067,M,loyal,56,personal,eco,323,2.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,3,2.0,4.0,4.0,40,34,neutral or dissatisfied
35593,M,loyal,77,business,eco plus,1028,3.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,5.0,3,4.0,3.0,3.0,29,44,neutral or dissatisfied
108057,F,loyal,52,personal,eco,591,3.0,5.0,2.0,3.0,4.0,5.0,5.0,2.0,2.0,2.0,2,4.0,2.0,5.0,23,40,neutral or dissatisfied
19321,M,loyal,23,business,business,1556,1.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,2.0,3.0,3,5.0,4.0,5.0,167,174,satisfied
72934,M,loyal,46,business,business,3033,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,5,4.0,5.0,4.0,243,244,satisfied
45047,F,loyal,53,business,eco,323,5.0,3.0,1.0,1.0,5.0,4.0,1.0,5.0,5.0,5.0,5,1.0,5.0,4.0,24,53,satisfied
45190,M,disloyal,29,business,eco,1443,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,5.0,3,1.0,3.0,1.0,187,186,neutral or dissatisfied
76809,F,loyal,27,personal,eco,689,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,4,3.0,4.0,2.0,111,110,neutral or dissatisfied
105927,F,loyal,56,business,business,1491,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,5,4.0,4.0,4.0,258,247,satisfied
72396,M,loyal,56,business,business,1766,2.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4,5.0,4.0,5.0,56,65,satisfied
70312,M,loyal,21,personal,eco plus,334,1.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,2.0,4,5.0,4.0,4.0,48,52,neutral or dissatisfied
120859,F,disloyal,21,business,eco,861,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3,4.0,3.0,3.0,100,108,neutral or dissatisfied
101711,F,loyal,23,personal,eco,1624,3.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,4.0,5,3.0,4.0,2.0,45,35,neutral or dissatisfied
96505,M,disloyal,59,business,eco,302,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,3,3.0,3.0,1.0,38,38,neutral or dissatisfied
47516,F,loyal,14,personal,eco,599,1.0,4.0,1.0,3.0,3.0,1.0,3.0,3.0,4.0,5.0,3,2.0,4.0,3.0,86,88,neutral or dissatisfied
45953,F,loyal,21,personal,eco,563,2.0,5.0,2.0,3.0,5.0,2.0,5.0,5.0,3.0,4.0,4,3.0,5.0,5.0,62,53,neutral or dissatisfied
87895,M,loyal,60,business,business,515,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,3.0,11,31,satisfied
106002,F,loyal,66,business,business,1999,2.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2,1.0,2.0,2.0,22,33,neutral or dissatisfied
1213,M,loyal,41,personal,eco,282,3.0,4.0,5.0,4.0,2.0,5.0,2.0,2.0,5.0,5.0,4,5.0,4.0,2.0,108,98,neutral or dissatisfied
77341,F,disloyal,21,business,eco,590,3.0,4.0,3.0,1.0,3.0,1.0,1.0,5.0,5.0,5.0,4,1.0,4.0,1.0,138,143,neutral or dissatisfied
3422,F,loyal,68,personal,eco,315,3.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,5.0,2.0,1,1.0,4.0,1.0,169,189,neutral or dissatisfied
129411,F,disloyal,33,business,business,414,1.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,4,3.0,5.0,5.0,35,32,neutral or dissatisfied
63763,F,loyal,25,personal,eco plus,2422,2.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,3,3.0,5.0,4.0,0,37,neutral or dissatisfied
50311,F,loyal,52,business,business,109,1.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,1,2.0,4.0,4.0,40,53,neutral or dissatisfied
4650,F,loyal,47,business,business,489,3.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,4.0,4.0,4,4.0,4.0,5.0,47,36,satisfied
108951,M,loyal,52,business,business,1516,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5,5.0,5.0,3.0,70,55,satisfied
110455,M,loyal,55,personal,eco,925,1.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,4,3.0,4.0,1.0,67,58,neutral or dissatisfied
7102,M,loyal,62,personal,eco,273,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2,3.0,2.0,2.0,10,53,neutral or dissatisfied
14733,F,loyal,54,business,business,3116,2.0,4.0,2.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,2,3.0,2.0,3.0,55,44,neutral or dissatisfied
89742,F,loyal,10,personal,eco,944,3.0,4.0,3.0,1.0,3.0,1.0,1.0,5.0,5.0,2.0,1,1.0,4.0,1.0,198,197,neutral or dissatisfied
104269,M,loyal,22,personal,eco,456,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,2,2.0,1.0,1.0,69,49,neutral or dissatisfied
55638,M,loyal,43,business,eco,563,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3,3.0,3.0,3.0,0,35,neutral or dissatisfied
18066,F,loyal,44,business,eco,488,2.0,5.0,5.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2,4.0,2.0,4.0,113,97,satisfied
42063,F,loyal,60,personal,eco,106,2.0,4.0,2.0,1.0,5.0,4.0,5.0,5.0,5.0,2.0,2,3.0,5.0,4.0,77,73,neutral or dissatisfied
23354,M,loyal,17,personal,eco plus,563,5.0,1.0,4.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,2,3.0,2.0,1.0,85,83,satisfied
84654,F,loyal,61,personal,eco,363,4.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,4.0,4,3.0,3.0,3.0,127,133,neutral or dissatisfied
40756,F,loyal,27,business,business,588,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,2.0,2.0,3,3.0,5.0,5.0,110,93,satisfied
4859,M,disloyal,63,business,eco,408,4.0,,4.0,3.0,2.0,4.0,2.0,2.0,3.0,5.0,4,1.0,3.0,2.0,39,38,neutral or dissatisfied
83225,F,loyal,53,business,business,2079,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,4,4.0,4.0,4.0,185,204,satisfied
128011,M,loyal,42,business,business,1488,2.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4,3.0,4.0,4.0,84,69,satisfied
117701,F,loyal,58,business,business,1814,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,5.0,33,40,satisfied
109711,M,loyal,39,business,business,587,4.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5,3.0,5.0,5.0,42,42,satisfied
53878,F,loyal,50,personal,eco,140,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,4,2.0,4.0,2.0,50,80,neutral or dissatisfied
7434,M,loyal,61,personal,eco,522,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5,4.0,4.0,4.0,59,147,neutral or dissatisfied
73112,F,loyal,22,business,business,2174,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3,3.0,4.0,3.0,32,58,neutral or dissatisfied
48853,F,loyal,18,personal,business,158,2.0,5.0,2.0,5.0,1.0,2.0,1.0,1.0,3.0,4.0,4,5.0,5.0,1.0,53,49,neutral or dissatisfied
129038,M,loyal,54,business,business,1744,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,5,4.0,4.0,4.0,302,319,satisfied
115115,M,disloyal,20,business,eco,337,3.0,,3.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4,5.0,5.0,3.0,45,63,neutral or dissatisfied
13712,M,loyal,35,personal,business,401,1.0,4.0,1.0,3.0,5.0,5.0,4.0,2.0,2.0,1.0,2,4.0,2.0,4.0,57,46,neutral or dissatisfied
56502,F,loyal,50,business,business,2120,1.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,4,3.0,4.0,3.0,31,41,satisfied
53444,M,loyal,23,business,eco,2442,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,4,2.0,2.0,2.0,283,273,neutral or dissatisfied
52827,M,loyal,43,business,business,1721,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3,4.0,3.0,4.0,24,35,satisfied
112992,M,loyal,36,business,business,1797,2.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,5,5.0,5.0,5.0,109,87,satisfied
57043,M,disloyal,28,business,business,2133,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,5.0,2.0,5,5.0,5.0,1.0,26,41,neutral or dissatisfied
44925,M,loyal,41,business,business,2733,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,1.0,3.0,1,5.0,1.0,5.0,186,209,satisfied
96603,F,loyal,25,business,business,3764,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5,3.0,5.0,4.0,108,129,satisfied
89193,M,loyal,31,personal,eco,1892,2.0,2.0,1.0,3.0,5.0,1.0,5.0,5.0,1.0,5.0,2,2.0,3.0,5.0,35,36,neutral or dissatisfied
78460,F,loyal,42,business,business,3406,1.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5,3.0,5.0,4.0,17,41,satisfied
115603,F,loyal,46,business,business,2398,5.0,5.0,5.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,4,3.0,4.0,4.0,61,53,satisfied
11749,F,disloyal,21,business,eco,429,1.0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,2.0,4.0,3,2.0,4.0,1.0,92,96,neutral or dissatisfied
46595,F,disloyal,39,business,eco,141,2.0,1.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,4,3.0,3.0,4.0,79,69,neutral or dissatisfied
55942,F,loyal,45,business,business,1620,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,3,2.0,4.0,2.0,186,171,neutral or dissatisfied
6670,F,loyal,51,business,business,3629,2.0,2.0,2.0,2.0,3.0,5.0,4.0,5.0,5.0,5.0,5,3.0,5.0,3.0,0,40,satisfied
64003,M,loyal,42,personal,eco,612,1.0,4.0,1.0,4.0,3.0,1.0,2.0,3.0,3.0,5.0,4,4.0,5.0,3.0,61,80,neutral or dissatisfied
58219,M,loyal,62,personal,eco,925,3.0,4.0,3.0,1.0,4.0,3.0,4.0,4.0,5.0,4.0,5,3.0,5.0,4.0,48,63,neutral or dissatisfied
9592,F,loyal,7,personal,eco,296,2.0,4.0,2.0,3.0,5.0,2.0,5.0,5.0,4.0,3.0,4,3.0,4.0,5.0,3,41,neutral or dissatisfied
37148,M,disloyal,9,business,eco,1189,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,2.0,4,2.0,4.0,5.0,40,31,neutral or dissatisfied
121561,M,loyal,50,business,business,3092,1.0,1.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1,4.0,1.0,4.0,13,69,neutral or dissatisfied
17647,F,loyal,51,business,eco,1008,2.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,2,2.0,2.0,2.0,326,329,satisfied
108351,F,loyal,57,business,eco,1750,4.0,1.0,1.0,1.0,5.0,3.0,3.0,4.0,4.0,4.0,4,3.0,4.0,4.0,77,39,neutral or dissatisfied
126253,F,disloyal,73,business,eco,107,3.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,2.0,4,4.0,4.0,3.0,82,81,neutral or dissatisfied
21802,F,disloyal,34,business,eco,341,3.0,2.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,2.0,3,4.0,3.0,5.0,114,103,neutral or dissatisfied
66189,M,loyal,33,business,business,460,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,5,4.0,4.0,3.0,53,52,satisfied
56798,M,loyal,30,business,business,1605,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,3,3.0,4.0,3.0,98,68,satisfied
101323,M,loyal,36,personal,eco,986,3.0,5.0,3.0,1.0,5.0,3.0,1.0,5.0,4.0,5.0,5,3.0,4.0,5.0,63,54,neutral or dissatisfied
12964,F,loyal,38,business,eco plus,163,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,5,5.0,1.0,4.0,12,32,satisfied
22915,M,loyal,33,business,eco,630,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1,1.0,3.0,1.0,131,143,neutral or dissatisfied
